iter	MultiClass
204	0.5968759652
205	0.5952895854
206	0.5931253097
207	0.5910554807
208	0.5893201514
209	0.5874255925
210	0.5844896043
211	0.5823310989
212	0.5799265197
213	0.5777953271
214	0.5764864102
215	0.5751926648
216	0.5716207559
217	0.5696847838
218	0.5662573302
219	0.5643325462
220	0.5609554558
221	0.5592380452
222	0.5576709916
223	0.5560321631
224	0.5543636633
225	0.5529088097
226	0.5502527301
227	0.5480021953
228	0.5466120063
229	0.5449906087
230	0.5434419798
231	0.5413417275
232	0.5397617236
233	0.5371827394
234	0.5359046978
235	0.5344785887
236	0.5331690015
237	0.531351167
238	0.5299717122
239	0.5284338086
240	0.526948736
241	0.5255826834
242	0.5229611686
243	0.5204420889
244	0.5187188294
245	0.5166745208
246	0.5150987141
247	0.5137476873
248	0.5118306914
249	0.5101228461
250	0.5082265185
251	0.5060645937
252	0.5038659298
253	0.5018321367
254	0.5003744959
255	0.4979276949
256	0.4960601268
257	0.494468184
258	0.492240813
259	0.4909420144
260	0.4901051822
261	0.4876535177
262	0.4862322413
263	0.4839060949
264	0.4817113009
265	0.4805284744
266	0.4793754247
267	0.4768638192
268	0.4759079561
269	0.4740550322
270	0.4722431566
271	0.4706022112
272	0.4692761237
273	0.4683162239
274	0.4668306165
275	0.4654851124
276	0.464512178
277	0.4633255952
278	0.4620728227
279	0.4607766743
280	0.4590597275
281	0.4571403561
282	0.4559357086
283	0.4543509145
284	0.4525830779
285	0.4510433774
286	0.4492270812
287	0.448151354
288	0.4462937019
289	0.4452108097
290	0.4440247179
291	0.4424288567
292	0.4413794419
293	0.439795955
294	0.4389475165
295	0.4382277182
296	0.4374530864
297	0.4360374562
298	0.4350667793
299	0.4340848147
300	0.432553663
301	0.4310445839
302	0.4293565556
303	0.4280886835
304	0.4266741969
305	0.4256660854
306	0.4248364872
307	0.4236510286
308	0.422282849
309	0.4208934978
310	0.4197313737
311	0.4187211141
312	0.4174369284
313	0.4158720051
314	0.4147519181
315	0.4130413417
316	0.4119057551
317	0.410289857
318	0.4096429847
319	0.4086574612
320	0.407739458
321	0.406679365
322	0.4052892059
323	0.4042441099
324	0.4025534135
325	0.4017394095
326	0.4010073787
327	0.3996324855
328	0.3982258886
329	0.396822901
330	0.395866325
331	0.3941411301
332	0.3932593426
333	0.391905827
334	0.3909506017
335	0.3903529358
336	0.3886018722
337	0.3873748667
338	0.3856074293
339	0.3843884342
340	0.3834117191
341	0.3822644446
342	0.3814485997
343	0.3796980849
344	0.3787521721
345	0.3773822248
346	0.3765724742
347	0.3753803335
348	0.3746321218
349	0.3734822829
350	0.3720383706
351	0.3708315058
352	0.3697349775
353	0.3691408542
354	0.3682032593
355	0.3667594922
356	0.3656071159
357	0.3643616143
358	0.3635153571
359	0.362353401
360	0.3614831772
361	0.3606521201
362	0.3597827422
363	0.3589686321
364	0.3583077476
365	0.3572286576
366	0.3563005946
367	0.3550263394
368	0.3539643653
369	0.3528067881
370	0.3517670727
371	0.3503654498
372	0.3495165698
373	0.3487148008
374	0.3476841195
375	0.3467398531
376	0.3455869923
377	0.3448379326
378	0.3441038895
379	0.3430042037
380	0.3418571415
381	0.3405030462
382	0.3391419634
383	0.3386008
384	0.3377912509
385	0.3369114397
386	0.3360005413
387	0.3354240813
388	0.3343399677
389	0.3336392386
390	0.3322704444
391	0.3308037806
392	0.330018268
393	0.3292295106
394	0.3284209295
395	0.3275980792
396	0.3266873035
397	0.3256788923
398	0.3247176838
399	0.3235852066
400	0.3226049593
401	0.3216690495
402	0.3210148132
403	0.3202322273
404	0.319524659
405	0.3190815594
406	0.3180325492
407	0.3169084236
408	0.3161375807
409	0.3155860692
410	0.3145378099
411	0.3138103044
412	0.3128693679
413	0.3115302053
414	0.3105333341
415	0.3099270317
416	0.3093347589
417	0.3083460983
418	0.307669451
419	0.3067418652
420	0.3059112477
421	0.3053473094
422	0.3043782409
423	0.3038251362
424	0.3030856882
425	0.3021209369
426	0.3010803543
427	0.2997124591
428	0.2992424537
429	0.2980667984
430	0.2970300485
431	0.2963134161
432	0.2957054936
433	0.2948900866
434	0.293940778
435	0.2930528486
436	0.2926487569
437	0.2917453829
438	0.2910758578
439	0.2904144628
440	0.2898577629
441	0.2892869027
442	0.2888177754
443	0.2879381992
444	0.2869959199
445	0.2864584088
446	0.2855496396
447	0.2847152108
448	0.2838581871
449	0.2833370403
450	0.2826622283
451	0.2820859047
452	0.2808663452
453	0.2798739519
454	0.2791104216
455	0.2785170871
456	0.2779789418
457	0.2770780563
458	0.2763018643
459	0.2757662538
460	0.2753736355
461	0.2744844237
462	0.2736154319
463	0.2730542789
464	0.2722918949
465	0.271463049
466	0.2710671781
467	0.2703320279
468	0.2695927647
469	0.2686676661
470	0.2680049953
471	0.2671218678
472	0.2666915442
473	0.2655149727
474	0.2646931219
475	0.264046681
476	0.2633620485
477	0.2630517314
478	0.2626007917
479	0.262003403
480	0.2613987087
481	0.2609511898
482	0.260194318
483	0.2595333186
484	0.2585543525
485	0.2578265335
486	0.2569990262
487	0.2561284496
488	0.2554587542
489	0.2546990084
490	0.2541792301
491	0.2533538245
492	0.2530147586
493	0.2521537624
494	0.2517465807
495	0.251092486
496	0.2506442799
497	0.24991125
498	0.2491044187
499	0.2483324085
500	0.2479358375
501	0.2472437818
502	0.2460461234
503	0.2455886438
504	0.2451353139
505	0.2447895273
506	0.2442769269
507	0.2436719115
508	0.2430362159
509	0.2424707725
510	0.2419551484
511	0.2414920756
512	0.2406882437
513	0.23983192
514	0.2392127827
515	0.2388653965
516	0.2383275533
517	0.2378352735
518	0.2371429369
519	0.236667533
520	0.2359326741
521	0.2352455453
522	0.2345884862
523	0.2340043729
524	0.2334363539
525	0.2329545086
526	0.2325713546
527	0.2321810746
528	0.2316887006
529	0.2313785342
530	0.2308692492
531	0.2300148232
532	0.2294764199
533	0.2288500561
534	0.2284006094
535	0.2277875822
536	0.2270778899
537	0.2266455539
538	0.2263671058
539	0.2258908859
540	0.2253570488
541	0.2245412951
542	0.2239255795
543	0.2235622367
544	0.222925054
545	0.2224929392
546	0.222002127
547	0.2215283832
548	0.2211554669
549	0.2207493231
550	0.2203096313
551	0.2198949087
552	0.2192889618
553	0.2189698458
554	0.2184680747
555	0.2179629809
556	0.2171789613
557	0.2170104568
558	0.2163811325
559	0.2156354563
560	0.2148063646
561	0.2144876668
562	0.2140449752
563	0.213237636
564	0.2129159647
565	0.2123904486
566	0.2118901081
567	0.2110984343
568	0.2108265788
569	0.2105456339
570	0.2098972568
571	0.2093684644
572	0.2089313785
573	0.2085098322
574	0.2078275239
575	0.2070426238
576	0.2066203477
577	0.2061917632
578	0.20571852
579	0.2054355412
580	0.2049224566
581	0.2043724328
582	0.2039416148
583	0.2034115463
584	0.2028972058
585	0.2024945525
586	0.2021331392
587	0.2018480391
588	0.2014122153
589	0.200979963
590	0.2005946596
591	0.2001880948
592	0.1997454488
593	0.199302367
594	0.1987896667
595	0.198262509
596	0.1977757334
597	0.1973136686
598	0.1970716936
599	0.1965900391
600	0.1962229838
601	0.1958287429
602	0.1955552907
603	0.1951420716
604	0.1947871111
605	0.1941515469
606	0.1938542851
607	0.1934971573
608	0.1930547031
609	0.1925493867
610	0.1920760972
611	0.1915185215
612	0.1907699185
613	0.1903440349
614	0.189951125
615	0.1896261757
616	0.1889042409
617	0.1884043812
618	0.1880874617
619	0.1876061654
620	0.1874176916
621	0.1871022613
622	0.1865634433
623	0.1858374524
624	0.1853587001
625	0.1850683277
626	0.184682
627	0.1844275371
628	0.1840033912
629	0.1836882762
630	0.1832484831
631	0.1828483744
632	0.182547343
633	0.1822144199
634	0.1816801681
635	0.181441063
636	0.1810251364
637	0.1805703254
638	0.1802012349
639	0.1800415692
640	0.1797264162
641	0.179275001
642	0.179136877
643	0.1789196334
644	0.1785879572
645	0.1781780104
646	0.1776697374
647	0.1772799081
648	0.177080275
649	0.1766397928
650	0.1765033155
651	0.1761370574
652	0.1757705381
653	0.1753645228
654	0.1747970176
655	0.1745805769
656	0.1743991171
657	0.1739087793
658	0.173624927
659	0.1732529629
660	0.1729436929
661	0.1727001254
662	0.1724359763
663	0.1720815793
664	0.1716779519
665	0.1713882036
666	0.1710719589
667	0.1707785059
668	0.1702964187
669	0.17002471
670	0.1696527228
671	0.1692110815
672	0.1688685502
673	0.1686955124
674	0.168230226
675	0.1678975951
676	0.1674155788
677	0.1672160553
678	0.1668987248
679	0.1666595599
680	0.1663325193
681	0.1660732665
682	0.1658637617
683	0.1655799421
684	0.1651231907
685	0.1648848235
686	0.1646105294
687	0.1643045616
688	0.1640457856
689	0.1637555139
690	0.1634139234
691	0.1630569255
692	0.1627960369
693	0.1626868763
694	0.1624039849
695	0.1622421629
696	0.1618213402
697	0.1613996331
698	0.1610660436
699	0.160857533
700	0.160605171
701	0.1603781887
702	0.160076259
703	0.1598246704
704	0.1596180993
705	0.1591892027
706	0.1588331582
707	0.1586890491
708	0.1582435717
709	0.1579315795
710	0.1574660967
711	0.1570652994
712	0.1567431423
713	0.1564999093
714	0.1561277861
715	0.1559169286
716	0.1557755068
717	0.1553935473
718	0.1549599968
719	0.1546075456
720	0.1543626942
721	0.1539850025
722	0.1537459529
723	0.1534150409
724	0.1531508016
725	0.1527793056
726	0.1524209015
727	0.1521076228
728	0.1518236251
729	0.1515903262
730	0.1513417106
731	0.1510831195
732	0.1508308998
733	0.1504329953
734	0.1500463386
735	0.1498319967
736	0.1495660389
737	0.1493241989
738	0.1490839872
739	0.1487474252
740	0.1484088047
741	0.1480453446
742	0.1478385299
743	0.1476366222
744	0.1474654578
745	0.1472747211
746	0.1468135298
747	0.1466537541
748	0.1465004561
749	0.1462802134
750	0.1459901103
751	0.1457235626
752	0.1455461957
753	0.1451974083
754	0.1448216565
755	0.1445198519
756	0.1443251518
757	0.1441409403
758	0.1439277302
759	0.1437000256
760	0.1432563135
761	0.1430179624
762	0.1427090203
763	0.1423816292
764	0.1420232963
765	0.1419128907
766	0.1417194446
767	0.1414818223
768	0.1412636311
769	0.1408289427
770	0.1404671731
771	0.1402399512
772	0.1400291045
773	0.1398049449
774	0.1395366241
775	0.1391289499
776	0.1388855695
777	0.1386245977
778	0.1384540087
779	0.1381986742
780	0.1379595152
781	0.1378265827
782	0.1375667659
783	0.1374179058
784	0.1372022695
785	0.1370089101
786	0.1367084229
787	0.1364924895
788	0.1363699613
789	0.1360598382
790	0.1358990457
791	0.1357138675
792	0.1354883279
793	0.1352159977
794	0.1348860285
795	0.1347127937
796	0.1344545397
797	0.134217815
798	0.1340495047
799	0.1337190488
800	0.1335964588
801	0.1332105561
802	0.1329607329
803	0.132791286
804	0.1325813004
805	0.1322628373
806	0.1319745898
807	0.1318385056
808	0.1317137057
809	0.1314532694
810	0.1311228739
811	0.1308591726
812	0.1305896706
813	0.1304236884
814	0.1301825816
815	0.1299657864
816	0.1297223167
817	0.1293465581
818	0.1292141082
819	0.1289664876
820	0.1287068115
821	0.1285029822
822	0.1282705969
823	0.1279302501
824	0.1277590621
825	0.1274423196
826	0.1272855417
827	0.1271029181
828	0.1267333236
829	0.1265719706
830	0.126241043
831	0.1260516052
832	0.125881073
833	0.1256771752
834	0.1253947828
835	0.1251705497
836	0.1248485051
837	0.1245792816
838	0.1244305574
839	0.1242659621
840	0.1241450391
841	0.1238838748
842	0.1235670186
843	0.1232361611
844	0.1230747743
845	0.1228393691
846	0.1225814152
847	0.1223249613
848	0.1220365548
849	0.1217833724
850	0.1214420414
851	0.1212427061
852	0.1209894371
853	0.1207713547
854	0.1205650298
855	0.120296928
856	0.1201821983
857	0.1199874198
858	0.1198462376
859	0.1197126673
860	0.1194333229
861	0.1192025326
862	0.1190612335
863	0.1187469175
864	0.1184659451
865	0.1182671349
866	0.1180726943
867	0.1178900114
868	0.1177705634
869	0.1175005885
870	0.1173196489
871	0.1170352352
872	0.1167885332
873	0.1166453264
874	0.1164942817
875	0.1163092433
876	0.116075187
877	0.1159478447
878	0.1156510152
879	0.1154248053
880	0.1152869398
881	0.1150504992
882	0.1148505698
883	0.1146599643
884	0.1145110293
885	0.1142557657
886	0.1139932348
887	0.1137940262
888	0.1136942798
889	0.1134561649
890	0.1131809149
891	0.1129412024
892	0.1127462804
893	0.1125510953
894	0.1124199423
895	0.1122498668
896	0.112049531
897	0.1117978173
898	0.1115361811
899	0.1114311131
900	0.1111088739
901	0.1108414777
902	0.1107367326
903	0.1105291923
904	0.110383687
905	0.1102234863
906	0.1100350528
907	0.1098710417
908	0.109671326
909	0.1095258161
910	0.109452842
911	0.1092511132
912	0.1090327054
913	0.1089045835
914	0.10874845
915	0.1085677742
916	0.1083021178
917	0.1081577243
918	0.107881405
919	0.1076391512
920	0.1075044737
921	0.1072204311
922	0.1070816049
923	0.1069344182
924	0.1067249255
925	0.1065809236
926	0.1064368593
927	0.1062802118
928	0.1060130618
929	0.1057897336
930	0.1056714207
931	0.1054582647
932	0.1053035466
933	0.1052178544
934	0.1050074298
935	0.1048250027
936	0.104702284
937	0.1045407902
938	0.104351506
939	0.1041135965
940	0.1039306865
941	0.1037216161
942	0.1035873494
943	0.1034605427
944	0.1032973215
945	0.1031495493
946	0.1030201616
947	0.1028809646
948	0.102785436
949	0.1025562691
950	0.1024195212
951	0.1022617723
952	0.1021313743
953	0.1020249291
954	0.1018735639
955	0.1018028739
956	0.1015929383
957	0.1014771583
958	0.1013508999
959	0.1012411844
960	0.1011019514
961	0.100965363
962	0.100857343
963	0.1007240878
964	0.1005850631
965	0.1005084485
966	0.1002980225
967	0.1001035437
968	0.09995113641
969	0.099779871
970	0.09963877547
971	0.09953063896
972	0.09939599381
973	0.09927449494
974	0.09908228171
975	0.09887314851
976	0.09871267074
977	0.09864230116
978	0.09843585832
979	0.09825938294
980	0.09809773236
981	0.09800648281
982	0.09784290235
983	0.09759914676
984	0.0973969993
985	0.09729952662
986	0.0971737944
987	0.09698511751
988	0.0968776412
989	0.0967919818
990	0.09662204582
991	0.09648826297
992	0.09637569423
993	0.09615213511
994	0.09597448071
995	0.09584173735
996	0.09573154018
997	0.09560294343
998	0.09552692942
999	0.0953694833
